,features_0,features_1,features_2,features_3,features_4,features_5,features_6,features_7,features_8,features_9,features_10,features_11,features_12,features_13,features_14,features_15,features_16,features_17,features_18,features_19,features_20,features_21,features_22,features_23,features_24,features_25,features_26,features_27,features_28,features_29,features_30,features_31,features_32
1P4EA,-9.669520378112793,-18.060556411743164,-12.254487037658691,-18.075252532958984,0.32932141423225403,-0.34658852219581604,-0.6891332268714905,-0.5100033283233643,0.23402436077594757,-0.2710084915161133,-0.5118806958198547,-0.22491097450256348,-0.0605752058327198,-0.5421419143676758,-1.1926677227020264,0.07250863313674927,-0.6552621126174927,-0.258173406124115,-0.4973749816417694,-0.6956806182861328,-1.453245759010315,-1.1133252382278442,-2.2088398933410645,-1.8873546123504639,-8.244058609008789,-10.454197883605957,-8.573959350585938,-8.666497230529785,-1.67988920211792,-1.7264004945755005,-1.8620786666870117,-1.8424992561340332,-18.059993743896484
6A71A,-9.260289192199707,-19.14435386657715,-12.094632148742676,-19.22654151916504,0.022231759503483772,1.370604395866394,-0.16401833295822144,0.719338595867157,1.1457276344299316,0.318984717130661,-0.5738484263420105,0.6779364347457886,-0.5277395844459534,-0.8210343718528748,-2.150348424911499,-0.6731163263320923,-0.06299436092376709,-0.866531491279602,-2.1883082389831543,-2.46156644821167,-0.9123095870018005,-1.2658671140670776,-4.027168273925781,-1.1554735898971558,-5.9895548820495605,-9.260818481445312,-6.939222812652588,-7.054029941558838,-1.1056339740753174,-1.529293417930603,-1.4078524112701416,-1.4608585834503174,-19.19824981689453
5OEMA,-9.507195472717285,-17.87176513671875,-11.341136932373047,-17.92823028564453,0.8038073778152466,-0.14389359951019287,-0.43995288014411926,-0.17354050278663635,0.2075081318616867,-0.06446332484483719,-0.4210236966609955,-0.46839556097984314,-0.8588094115257263,-0.667691707611084,0.10817985236644745,-0.7060564160346985,-0.1972731500864029,-1.2032780647277832,-0.6218209266662598,-1.3622430562973022,-1.6209397315979004,-0.9744499921798706,-1.6977707147598267,-1.185616374015808,-6.579548358917236,-9.751964569091797,-8.341800689697266,-8.119682312011719,-1.771510124206543,-1.670294165611267,-1.7797702550888062,-1.9560892581939697,-17.86997413635254
2E9XA,-9.236783027648926,-17.964128494262695,-12.033933639526367,-17.94565773010254,0.4258459806442261,-0.02515069767832756,-0.8318229913711548,-0.4476523995399475,-0.35489514470100403,0.24860501289367676,0.03681574761867523,-0.6635426878929138,-0.5525215268135071,-0.4187634587287903,-1.2616350650787354,-0.3892885148525238,-0.6195185780525208,-0.7850538492202759,-0.9740148782730103,-0.9592494368553162,-1.110345721244812,-1.271064043045044,-1.9524669647216797,-1.7422776222229004,-8.156354904174805,-10.24465560913086,-8.506917953491211,-8.37266731262207,-1.6818585395812988,-1.7745271921157837,-1.786968469619751,-1.8701367378234863,-18.009172439575195
3MAOA,-9.474905967712402,-18.51184844970703,-12.235881805419922,-18.57770538330078,-0.35380804538726807,0.389671266078949,-0.24617427587509155,-0.33156269788742065,0.8818095326423645,-0.038755953311920166,-0.515022337436676,-0.1033150926232338,-1.0929179191589355,-0.47970616817474365,-1.5301592350006104,-0.34934765100479126,-0.8795174360275269,-0.4282720983028412,-0.9104247689247131,-1.1348050832748413,-1.7364659309387207,-0.7015465497970581,-3.0149104595184326,-1.5221095085144043,-5.75215482711792,-9.381799697875977,-6.895521640777588,-7.286797523498535,-1.1665962934494019,-1.6660046577453613,-1.4619709253311157,-1.4950149059295654,-18.56475067138672
2V6VA,-8.82861614227295,-18.121877670288086,-12.09243106842041,-18.121797561645508,0.46686670184135437,-0.11724431067705154,-0.9772813320159912,0.05799427628517151,0.2545595169067383,-0.38426482677459717,-0.24894024431705475,-0.3567544221878052,-0.5137647986412048,-0.9079345464706421,-1.676155924797058,-0.17107804119586945,-0.5895498394966125,-0.7528572082519531,-0.7929254174232483,-1.1051440238952637,-1.0694265365600586,-0.7620575428009033,-2.828185558319092,-1.4274407625198364,-5.297783374786377,-9.115314483642578,-7.464362621307373,-7.240530490875244,-1.3309906721115112,-1.5959254503250122,-1.481001377105713,-1.522609829902649,-18.132429122924805
3UMHA,-8.76156234741211,-19.260421752929688,-14.295865058898926,-19.179386138916016,0.8129824995994568,0.9209761023521423,-1.2601046562194824,0.39522963762283325,0.2925747334957123,0.4053175747394562,0.26031938195228577,0.2119889259338379,-0.38241395354270935,-1.2700053453445435,-3.6696207523345947,-0.029848994687199593,1.0334680080413818,-0.39238259196281433,-1.8559752702713013,-1.8458445072174072,0.0649239793419838,-0.4660213589668274,-3.3219153881073,-1.6068437099456787,-7.028172016143799,-9.915361404418945,-6.822609901428223,-6.79203462600708,-0.937112033367157,-1.541906476020813,-1.3349661827087402,-1.3543291091918945,-19.31315040588379
1NH2D,-9.531840324401855,-18.12122344970703,-10.7940034866333,-18.135936737060547,-0.02795771323144436,-0.2664334177970886,-0.2747197151184082,-0.03351346775889397,0.17393118143081665,-0.2180132269859314,-0.4370822608470917,-0.30087801814079285,-0.3718988299369812,-0.10203570872545242,-1.0462090969085693,-0.13042663037776947,-0.848429799079895,-0.49652931094169617,-1.0157862901687622,-1.1740477085113525,-1.6908501386642456,-1.479456901550293,-2.3470592498779297,-1.5975842475891113,-8.745726585388184,-10.151494979858398,-8.535630226135254,-8.610634803771973,-1.7178281545639038,-1.773668885231018,-1.830429196357727,-1.90433931350708,-18.147048950195312
5XDZB,-7.903366565704346,-18.03354263305664,-12.500578880310059,-18.14155387878418,1.263714075088501,0.22860661149024963,-1.1923742294311523,0.589495062828064,1.1832554340362549,-0.6015425324440002,-0.5006977915763855,0.4608460068702698,-0.3261738419532776,-1.4500572681427002,-1.4705759286880493,-0.2415265589952469,0.05396499112248421,-0.1839170753955841,-0.6679649353027344,-1.8294677734375,-0.37538737058639526,-0.9034746885299683,-3.280402898788452,-1.0236989259719849,-5.0926384925842285,-8.240089416503906,-5.736296653747559,-5.621145248413086,-0.8583310842514038,-1.2474879026412964,-1.0144015550613403,-1.087586760520935,-18.008811950683594
5LJMA,-9.511390686035156,-18.33772850036621,-11.705780029296875,-18.314170837402344,0.6902599334716797,-0.006633987184613943,-0.6928257942199707,0.03514132276177406,0.3662525713443756,-0.11058295518159866,-0.24632544815540314,-0.3023335635662079,-0.5625951886177063,-0.8015699982643127,-1.2024530172348022,-0.38006293773651123,-0.613577127456665,-1.1414645910263062,-0.6688224077224731,-1.1769293546676636,-1.167116641998291,-1.1506400108337402,-2.3882553577423096,-1.1782066822052002,-6.090022563934326,-9.481152534484863,-8.083882331848145,-7.737066745758057,-1.5324455499649048,-1.664662480354309,-1.6088039875030518,-1.76748788356781,-18.349834442138672
4ZWNA,-9.46192455291748,-18.177194595336914,-13.946327209472656,-18.247821807861328,0.48772740364074707,0.3912137746810913,-0.2612016201019287,0.1273522824048996,0.2563912570476532,-0.7586758136749268,-1.1049168109893799,0.22717615962028503,-0.01817246899008751,-1.0501714944839478,-1.558741807937622,-0.4675138592720032,-0.5063647031784058,-0.2566159665584564,-0.283294141292572,-0.427065908908844,-0.6777553558349609,-0.729605495929718,-2.1934165954589844,-1.237630009651184,-7.42214822769165,-10.326006889343262,-7.792320728302002,-8.214181900024414,-1.4482513666152954,-1.6533658504486084,-1.7212611436843872,-1.6965532302856445,-18.167644500732422
6SLDA,-9.292736053466797,-18.47801399230957,-14.10062026977539,-18.531585693359375,0.622550904750824,0.0767626091837883,-0.8042383193969727,0.11241985857486725,0.45104527473449707,-0.4297586679458618,-0.7198928594589233,0.16539382934570312,0.22951041162014008,-1.1089534759521484,-2.094311475753784,0.05118153616786003,-0.5139264464378357,-0.0038321474567055702,-0.505424439907074,-0.5165019631385803,-0.5761997103691101,-0.8974858522415161,-2.739982843399048,-1.0440622568130493,-7.50393009185791,-9.729472160339355,-7.171669006347656,-7.423368453979492,-1.204816460609436,-1.5482797622680664,-1.4742276668548584,-1.4980907440185547,-18.51365089416504
5O45A,-7.772387981414795,-17.126264572143555,-12.339066505432129,-17.165422439575195,1.0399906635284424,0.5086358189582825,-0.5682433247566223,0.6814706921577454,0.6659075617790222,-0.32961875200271606,-0.33747830986976624,0.15668998658657074,-0.08271868526935577,-0.9088011980056763,-2.1906135082244873,-0.6919838786125183,0.13464076817035675,-0.7884531617164612,-0.8702357411384583,-1.0966637134552002,-0.6128810048103333,-0.253627747297287,-2.8912975788116455,-3.070410966873169,-6.530887603759766,-8.237874984741211,-4.987531661987305,-5.3473968505859375,-0.7031339406967163,-1.083499550819397,-0.8763536810874939,-0.9180817008018494,-17.185583114624023
2PRGC,-9.377450942993164,-19.41675567626953,-11.134675979614258,-19.409523010253906,0.24972128868103027,-0.31913986802101135,-0.5916076898574829,-0.6784365177154541,0.97093266248703,-0.6128722429275513,-0.7736328840255737,0.019206153228878975,-1.0173002481460571,-0.7389458417892456,-0.6981698870658875,-0.821930468082428,-0.47085750102996826,-0.8129543662071228,-1.9143142700195312,-2.0862889289855957,-1.6534645557403564,-1.1430796384811401,-3.0867764949798584,-1.6734939813613892,-6.706258773803711,-9.597877502441406,-8.258115768432617,-8.001168251037598,-1.626922607421875,-1.747021198272705,-1.7122007608413696,-1.8903864622116089,-19.460968017578125
1HO8A,-10.100141525268555,-18.93031120300293,-13.446588516235352,-18.94508171081543,0.9153005480766296,0.012409602291882038,-1.036150574684143,0.18968547880649567,0.4781515598297119,-0.3693878650665283,-0.9788333177566528,0.0167864840477705,0.28759264945983887,-0.773441731929779,-2.050529956817627,-0.15398132801055908,-0.4674551486968994,-0.1688052862882614,-0.550065815448761,-0.8876411318778992,-0.9886752963066101,-1.1922600269317627,-2.760904550552368,-1.1060264110565186,-8.184635162353516,-10.471883773803711,-8.325428009033203,-8.417076110839844,-1.5207985639572144,-1.7322425842285156,-1.7521461248397827,-1.721988558769226,-18.93065071105957
2QFAB,-8.947123527526855,-18.080690383911133,-11.150093078613281,-18.074207305908203,0.38858357071876526,-0.3802993893623352,-1.168688178062439,-0.8306071162223816,-0.22325654327869415,0.49801453948020935,0.23432433605194092,-0.8786845207214355,-0.2883608341217041,-0.14387771487236023,-1.6120531558990479,0.5361497402191162,-0.3413453698158264,-0.20848232507705688,-0.9491187930107117,-1.1376169919967651,-1.5040401220321655,-1.5782790184020996,-2.484830617904663,-2.421754837036133,-7.403672218322754,-10.221061706542969,-8.663080215454102,-8.276055335998535,-1.6402074098587036,-1.7761566638946533,-1.7024824619293213,-1.810041904449463,-18.100893020629883
6EKKA,-7.472954750061035,-17.03327751159668,-12.272445678710938,-17.0240478515625,0.9921913146972656,-0.10734234750270844,-1.2822870016098022,0.1318604052066803,0.7887923717498779,-1.77531099319458,-1.133366584777832,0.12356086075305939,-0.5307866930961609,-2.301896333694458,-1.6726346015930176,-1.6245348453521729,-1.1164488792419434,-0.7372568845748901,-0.7913485169410706,-1.7879846096038818,-1.2001043558120728,-1.5893498659133911,-3.896657943725586,-1.527463674545288,-2.4247171878814697,-7.151085376739502,-4.467042446136475,-4.529690265655518,-0.5547469258308411,-1.0215376615524292,-0.8026595115661621,-0.9301868081092834,-17.11372184753418
2R4FA,-9.564580917358398,-18.810604095458984,-13.916495323181152,-18.848094940185547,0.6120291948318481,1.455528974533081,-0.08884108811616898,0.7076658606529236,1.232332706451416,-1.3341894149780273,-1.208638310432434,0.7001175880432129,-0.16719703376293182,-2.1521546840667725,-2.545835494995117,-1.342866063117981,-0.89243084192276,-0.5080076456069946,-1.475234866142273,-2.036473512649536,-0.565308690071106,-1.53262460231781,-3.805325746536255,-0.08916518092155457,-3.838271379470825,-8.61376667022705,-5.766092300415039,-6.211171627044678,-0.8739955425262451,-1.39797842502594,-1.2603123188018799,-1.263991355895996,-18.949609756469727
6COKA,-10.237194061279297,-18.998014450073242,-13.422831535339355,-19.064367294311523,1.2895020246505737,-0.3211662471294403,-1.308310866355896,-0.31056690216064453,1.222483515739441,-0.7536631226539612,-1.3292683362960815,0.47425657510757446,0.7518632411956787,-1.289789080619812,-1.6117228269577026,-0.0305973868817091,0.06070920079946518,0.4820324778556824,-0.2945933938026428,-0.7521161437034607,-1.3636468648910522,-0.9589000344276428,-3.404566764831543,-1.4835554361343384,-7.409809112548828,-10.50806999206543,-8.34546947479248,-8.34303092956543,-1.4504430294036865,-1.666752815246582,-1.7706446647644043,-1.6393152475357056,-18.96579360961914
4TXRC,-8.80483341217041,-18.67538070678711,-12.018917083740234,-18.74288558959961,1.174897313117981,1.5482345819473267,0.07887735217809677,-0.12612593173980713,0.3909958600997925,1.3079776763916016,-0.9102126359939575,-0.19270212948322296,-0.4115615487098694,0.8515320420265198,-0.9240332245826721,-1.2996271848678589,-0.4590277373790741,-1.0030996799468994,-1.3358289003372192,-2.0919854640960693,-0.5341044664382935,-2.29744029045105,-3.8066937923431396,-3.9559850692749023,-4.39793586730957,-9.57634162902832,-8.103283882141113,-7.46123743057251,-1.1607507467269897,-1.6084471940994263,-1.4879511594772339,-1.7865698337554932,-18.735517501831055
1TVGA,-9.777115821838379,-18.736385345458984,-13.212965965270996,-18.779815673828125,0.6013726592063904,0.08972974866628647,-0.9069375395774841,0.5037784576416016,0.8179901838302612,-0.6143097877502441,-0.8610402941703796,0.36245742440223694,0.15255239605903625,-1.4818979501724243,-1.9729137420654297,-0.41997039318084717,-0.5648703575134277,-0.6077516078948975,-0.1875382363796234,-0.9772870540618896,-0.7056812644004822,-0.24478399753570557,-2.871060609817505,-0.7179754376411438,-7.242126941680908,-9.866576194763184,-7.360126972198486,-7.703831195831299,-1.3462592363357544,-1.6049542427062988,-1.5170629024505615,-1.5485175848007202,-18.72081756591797
4X90A,-8.67247200012207,-17.64046859741211,-14.358848571777344,-17.698654174804688,1.3081457614898682,1.0667715072631836,-0.1102374717593193,0.8540612459182739,0.8461995720863342,-0.9579113125801086,-0.5771617889404297,0.5542466640472412,-0.65921950340271,-1.4667305946350098,-1.285099983215332,-1.668699860572815,-0.41443565487861633,-1.0658949613571167,-0.7646838426589966,-1.462422490119934,-0.3634987771511078,-0.8167760372161865,-2.1160683631896973,-1.696967363357544,-5.749030590057373,-8.942095756530762,-5.576496124267578,-6.177299976348877,-0.8008070588111877,-1.244164228439331,-1.071028709411621,-1.1417741775512695,-17.706256866455078
6V9MB,-6.517194747924805,-15.357614517211914,-12.443343162536621,-15.397673606872559,0.7833259701728821,-0.16691142320632935,-1.4599778652191162,0.08844630420207977,0.49398040771484375,-1.2004153728485107,-0.7862131595611572,0.1599903553724289,-0.10128246992826462,-2.317932605743408,-1.9609040021896362,-0.9796499609947205,-0.47993722558021545,-0.542641818523407,-1.2382316589355469,-1.7588483095169067,-0.8438472151756287,-1.1367108821868896,-3.587028980255127,-1.3901571035385132,-3.807777166366577,-7.441208362579346,-3.8888731002807617,-4.126572608947754,-0.337502658367157,-0.9284846782684326,-0.6230831742286682,-0.751201331615448,-15.499312400817871
6PNPB,-8.622489929199219,-18.176109313964844,-13.65056324005127,-18.249311447143555,0.3289017379283905,0.2919922471046448,-1.103598713874817,0.40022364258766174,1.1425495147705078,-1.0223881006240845,-0.16988882422447205,0.5249647498130798,-0.4200091063976288,-1.1274793148040771,-1.4387595653533936,-0.08160360902547836,-0.4048891067504883,-0.2344128042459488,-0.6404750347137451,-0.7229220867156982,-1.1474013328552246,-0.6280959248542786,-2.6930315494537354,-2.045421838760376,-4.472866535186768,-8.228528022766113,-5.610894203186035,-5.7959747314453125,-0.7624472379684448,-1.3180936574935913,-1.0401653051376343,-1.1713156700134277,-18.23114013671875
7DE7A,-9.04859447479248,-18.659805297851562,-12.05555534362793,-18.616619110107422,0.8925540447235107,0.8550190329551697,-0.3838963508605957,0.3192688822746277,-0.1292044073343277,0.3117031157016754,0.2696477472782135,-0.34713804721832275,-1.0123895406723022,-0.24117757380008698,-1.1330740451812744,-1.2663445472717285,-0.39029935002326965,-1.6247824430465698,-1.2019754648208618,-1.7279030084609985,-1.1305004358291626,-1.0746039152145386,-2.2607154846191406,-2.1004140377044678,-6.754220485687256,-10.31264877319336,-8.402026176452637,-8.247255325317383,-1.5059785842895508,-1.770982027053833,-1.6354135274887085,-1.8046456575393677,-18.708528518676758
6L5HA,-8.640594482421875,-20.306110382080078,-12.590041160583496,-20.210294723510742,1.5464969873428345,2.2917582988739014,1.088316559791565,0.31018251180648804,1.0681143999099731,1.2734233140945435,2.0161445140838623,0.4000767469406128,-2.110537052154541,-0.9696714282035828,-3.1648573875427246,0.01109741535037756,1.6666700839996338,-1.0502618551254272,-2.9957985877990723,-3.212101936340332,-1.1036474704742432,-0.43793702125549316,-2.234912157058716,-1.0345672369003296,-5.7282819747924805,-9.701733589172363,-7.270836353302002,-6.700759410858154,-1.024954080581665,-1.5700857639312744,-1.2617883682250977,-1.538364052772522,-20.407079696655273
4QXBB,-9.004487991333008,-17.688791275024414,-11.164806365966797,-17.657371520996094,0.5178265571594238,0.12403782457113266,-0.6647269129753113,-0.27660897374153137,-0.33260542154312134,0.0796906054019928,-0.20503740012645721,-0.5890355706214905,-0.5902705192565918,-0.3536594808101654,-0.975784957408905,-0.40221601724624634,-0.7224366664886475,-1.1679619550704956,-1.1749684810638428,-1.2597746849060059,-1.5592824220657349,-1.0613332986831665,-1.9996477365493774,-1.7043747901916504,-7.831190586090088,-10.168556213378906,-8.333066940307617,-8.36932373046875,-1.6252578496932983,-1.7688995599746704,-1.7449051141738892,-1.830385446548462,-17.692384719848633
4NN5A,-9.31031608581543,-17.348217010498047,-10.534014701843262,-17.33915138244629,0.1254202276468277,-0.7335004210472107,-0.737173318862915,-0.7389957308769226,-0.22695502638816833,-0.21538598835468292,-0.5892892479896545,-0.501683235168457,-0.28858157992362976,-0.5562618374824524,-0.7976228594779968,-0.3079012930393219,-0.7101404666900635,-0.4672709107398987,-0.5667510032653809,-0.8020939826965332,-1.6477108001708984,-0.9459062218666077,-2.0666980743408203,-0.7972661256790161,-7.673918724060059,-9.792725563049316,-7.9992756843566895,-8.17283821105957,-1.6306450366973877,-1.6351221799850464,-1.8038908243179321,-1.803359866142273,-17.367509841918945
3V3LA,-8.45244312286377,-18.119749069213867,-12.744439125061035,-18.162429809570312,-0.04458904638886452,0.10038627684116364,-0.6032719612121582,-0.017323242500424385,0.4261758327484131,-0.7200523018836975,-0.19020913541316986,-0.258200466632843,-0.3661514222621918,-1.5461541414260864,-2.2906816005706787,-0.4876919090747833,-0.33991700410842896,-0.3278942406177521,-1.3320927619934082,-1.1959024667739868,-0.9009262323379517,-1.0063925981521606,-3.3800957202911377,-1.1162465810775757,-3.697195053100586,-8.17382526397705,-5.8492279052734375,-5.713614463806152,-0.7494259476661682,-1.3435081243515015,-1.1004198789596558,-1.0713157653808594,-18.210418701171875
4KRDB,-9.454792976379395,-18.063962936401367,-12.559500694274902,-18.032495498657227,0.8527043461799622,-0.18230818212032318,-1.0822604894638062,0.17702622711658478,0.49445316195487976,-0.6005473732948303,-1.110334873199463,0.06986814737319946,-0.026423148810863495,-1.2976605892181396,-2.0453169345855713,-0.5265451073646545,-0.9010109305381775,-0.433022141456604,-0.408845990896225,-0.8863013386726379,-0.98103928565979,-1.1187041997909546,-3.266453981399536,-0.8051732778549194,-6.382872104644775,-9.509024620056152,-7.680688381195068,-7.690210819244385,-1.3570809364318848,-1.5757895708084106,-1.5761373043060303,-1.5136197805404663,-18.03205680847168
3U9JA,-9.350142478942871,-18.744739532470703,-13.20555305480957,-18.737215042114258,0.7841573357582092,0.2186143845319748,-1.122487187385559,0.004224870353937149,0.08586804568767548,0.8234358429908752,-1.0220582485198975,-0.11182194948196411,0.18500040471553802,-0.4695887565612793,-2.6730504035949707,0.10154413431882858,0.10923507809638977,-0.11705677956342697,-0.5514709949493408,-0.6798480749130249,-0.3868282437324524,-0.6779590845108032,-3.084346294403076,-1.641396403312683,-8.574068069458008,-10.578601837158203,-7.65852165222168,-7.9238810539245605,-1.2584666013717651,-1.5473482608795166,-1.6174920797348022,-1.519638180732727,-18.769287109375
3FVZA,-7.993680477142334,-16.387948989868164,-13.29151439666748,-16.459970474243164,0.8734530806541443,0.6632938981056213,-0.16755932569503784,0.9394605159759521,1.1925710439682007,-0.8416653275489807,-0.5688350200653076,0.41639357805252075,-0.2199564129114151,-1.2168997526168823,-2.2581546306610107,-1.0309669971466064,-0.4655455946922302,-0.3155590295791626,-0.48328909277915955,-1.3314826488494873,-0.7413616180419922,-0.38447070121765137,-3.0530107021331787,-2.3038997650146484,-4.465549945831299,-6.93385124206543,-3.7640678882598877,-4.102697849273682,-0.2948785424232483,-0.874957799911499,-0.6389004588127136,-0.5937977433204651,-16.44356918334961
2G77A,-9.50511360168457,-18.858518600463867,-13.609557151794434,-18.849781036376953,1.0293949842453003,-0.07117575407028198,-1.2401094436645508,0.28033268451690674,0.8460944294929504,-0.962184727191925,-1.115729808807373,0.4602385461330414,0.5290941596031189,-1.4055145978927612,-2.2931394577026367,-0.677105724811554,-0.12606199085712433,-0.11156810075044632,-0.41868576407432556,-0.7868039011955261,-0.28020399808883667,-0.7748285531997681,-3.1034374237060547,-1.4522370100021362,-6.468791961669922,-10.109759330749512,-7.469969749450684,-7.704554080963135,-1.2719719409942627,-1.594017505645752,-1.6058287620544434,-1.5297502279281616,-18.866119384765625
4DYLA,-8.499146461486816,-18.248706817626953,-13.467947959899902,-18.189359664916992,1.8770685195922852,1.3989238739013672,0.4203771948814392,0.6255006194114685,1.2311701774597168,-0.2344328612089157,0.494005024433136,0.6692912578582764,-0.9840313196182251,-1.6900439262390137,-2.0589027404785156,-0.8553951382637024,1.2118110656738281,-1.1439718008041382,-1.8070167303085327,-2.332587718963623,-0.43594908714294434,-0.1306341588497162,-1.7149711847305298,-0.6668726801872253,-5.748568058013916,-9.072696685791016,-6.224863052368164,-6.180596351623535,-0.9403645396232605,-1.3346530199050903,-1.0496647357940674,-1.309685230255127,-18.331375122070312
3C2EA,-9.690553665161133,-18.840351104736328,-14.259171485900879,-18.935260772705078,0.8500931859016418,1.0113894939422607,-0.30460408329963684,0.6497081518173218,0.9036465287208557,-1.2165279388427734,-1.4665882587432861,0.5385681390762329,0.20958998799324036,-1.6769263744354248,-2.4357893466949463,-0.66319739818573,-0.7958638668060303,-0.3418038487434387,-0.8489500284194946,-1.4181894063949585,-0.4625374972820282,-1.357778549194336,-3.2642078399658203,-0.16587747633457184,-5.96182918548584,-9.692301750183105,-6.7354841232299805,-7.331711292266846,-1.0929641723632812,-1.5471243858337402,-1.4475735425949097,-1.4339287281036377,-18.915544509887695
5M5EC,-8.703680992126465,-17.52072525024414,-12.351723670959473,-17.596784591674805,0.9546257257461548,-0.0667661502957344,-0.9189318418502808,0.14144426584243774,1.0947009325027466,-0.5107324123382568,-0.4118250012397766,0.6459694504737854,-0.33505332469940186,-1.0929335355758667,-0.9567622542381287,-0.6661413908004761,0.06766722351312637,-0.2809940576553345,-0.46937480568885803,-1.008560299873352,-0.8817691206932068,-0.19669616222381592,-1.6552566289901733,-2.0976755619049072,-6.709636688232422,-8.33803653717041,-6.330497741699219,-6.428793430328369,-1.091170310974121,-1.3276995420455933,-1.2689566612243652,-1.2312238216400146,-17.500198364257812
1SCFA,-9.735193252563477,-18.079626083374023,-11.618094444274902,-18.11378288269043,0.4185362756252289,-0.19765524566173553,-0.5714941620826721,0.059915341436862946,0.6262561082839966,-0.4099155366420746,-1.0274872779846191,0.12073304504156113,-0.13433149456977844,-0.882197380065918,-0.8074489235877991,-0.3513667583465576,-0.825955867767334,-0.43388843536376953,-0.6415319442749023,-1.3419508934020996,-1.1850943565368652,-1.3671008348464966,-2.5527470111846924,-1.881287932395935,-7.445359706878662,-9.25663948059082,-7.988779067993164,-7.815117359161377,-1.5684359073638916,-1.6214570999145508,-1.6673704385757446,-1.6840215921401978,-18.079423904418945
1P5ZB,-7.979819297790527,-17.21781349182129,-12.889398574829102,-17.284366607666016,0.6916844844818115,0.18016690015792847,-0.9300251007080078,0.19210022687911987,0.9315521717071533,-0.40690213441848755,-0.6037082076072693,0.5673079490661621,-0.25392383337020874,-1.8237800598144531,-1.8539470434188843,-0.19249862432479858,0.08587279915809631,-0.17172768712043762,-1.07237708568573,-1.4184808731079102,-0.6099924445152283,-0.8914918899536133,-3.208500862121582,-0.7199186086654663,-4.119693756103516,-7.527132511138916,-5.073260307312012,-4.975914001464844,-0.6175931692123413,-1.0857465267181396,-0.9158415198326111,-0.853661060333252,-17.324342727661133
2O70A,-9.665315628051758,-18.85162353515625,-13.817739486694336,-18.86786651611328,0.7009662985801697,0.8201583623886108,-0.6342148184776306,0.010797408409416676,0.7204700112342834,0.07486427575349808,-0.21056656539440155,0.1969015747308731,-0.03235746547579765,-0.7988560199737549,-2.459167957305908,-0.2993526756763458,-0.18057872354984283,-0.3504405915737152,-0.7243328094482422,-1.081376552581787,-0.8508310914039612,-0.8187735080718994,-2.8170745372772217,-1.1635196208953857,-7.426313877105713,-10.834972381591797,-8.245155334472656,-8.526982307434082,-1.4428802728652954,-1.7629609107971191,-1.7634944915771484,-1.7635642290115356,-18.871559143066406
3U3ZA,-8.006499290466309,-17.729522705078125,-12.230483055114746,-17.7004337310791,1.3183633089065552,0.7738633155822754,-0.396860808134079,0.7463214993476868,1.2194817066192627,-1.405288577079773,-0.06560631841421127,0.5250928401947021,-0.4712744653224945,-2.1546690464019775,-0.9895787239074707,-1.2809165716171265,-0.48011279106140137,-1.3759558200836182,-1.270759105682373,-2.1935389041900635,-0.7449867129325867,-0.8862627148628235,-2.6638662815093994,-0.6061100959777832,-4.124850749969482,-7.625976085662842,-4.7195515632629395,-4.973270416259766,-0.7834029197692871,-1.0516235828399658,-0.8749499917030334,-0.9770383238792419,-17.876569747924805
2HEWF,-9.388692855834961,-17.929323196411133,-11.678159713745117,-17.96201515197754,0.3061217963695526,-0.23698776960372925,-0.4250447154045105,0.07802926003932953,0.4739707410335541,-0.5331695079803467,-0.6386623382568359,0.04691655561327934,-0.38649609684944153,-0.8834385871887207,-1.0119407176971436,-0.40862610936164856,-0.3448408246040344,-0.4293167293071747,-0.6728848814964294,-0.968212366104126,-1.0702532529830933,-0.6548439264297485,-2.469210624694824,-1.7664414644241333,-7.484369277954102,-9.417876243591309,-7.607504367828369,-7.745563507080078,-1.4701642990112305,-1.5695868730545044,-1.595936894416809,-1.618360996246338,-17.936922073364258
1XCRA,-9.425516128540039,-17.62364387512207,-11.275655746459961,-17.621585845947266,0.1298627108335495,-0.1872030794620514,-0.07836060225963593,-0.12652049958705902,-0.3356163799762726,-0.06246050447225571,-0.6967014670372009,-0.5122076272964478,-0.39524024724960327,-0.4126502573490143,-0.5460432767868042,-0.14872600138187408,-1.004779577255249,-0.7797623872756958,-0.48931261897087097,-0.8355993032455444,-1.4221986532211304,-1.2122982740402222,-2.0245542526245117,-1.6236157417297363,-8.156867027282715,-10.230581283569336,-8.218992233276367,-8.524937629699707,-1.6841524839401245,-1.6933735609054565,-1.8081976175308228,-1.8734019994735718,-17.663484573364258
3T3LA,-8.081653594970703,-18.103673934936523,-12.329336166381836,-18.1024112701416,0.9691176414489746,0.6509460210800171,-0.08605462312698364,0.19819840788841248,1.471104621887207,-0.4757171869277954,-0.767003059387207,0.6887272000312805,-1.2689462900161743,-0.9705506563186646,-1.9512252807617188,-0.8756696581840515,-0.700083315372467,-0.5317980647087097,-1.2866759300231934,-1.6504011154174805,-1.262914776802063,-0.9888437390327454,-3.3581337928771973,-0.7503776550292969,-4.300760269165039,-8.021145820617676,-5.081123352050781,-5.398264408111572,-0.6118272542953491,-1.202805995941162,-0.9144934415817261,-0.9814451932907104,-18.260116577148438
